"Salary.Frequency","Salary.Range.From","Salary.Range.To","Posting.Type","Level","X..Of.Positions","Civil.Service.Title","Agency"
"Annual",27772,45632,"External","00",1,"HEATING PLANT TECHNICIAN (HA)","NYC HOUSING AUTHORITY"
"Annual",53130,82577,"External","01",1,"ASSOCIATE PUBLIC HEALTH SANITA","DEPT OF ENVIRONMENT PROTECTION"
"Annual",54740,75000,"External","00",2,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF INFO TECH & TELECOMM"
"Annual",54740,75000,"Internal","00",2,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF INFO TECH & TELECOMM"
"Annual",27772,45632,"Internal","00",1,"HEATING PLANT TECHNICIAN (HA)","NYC HOUSING AUTHORITY"
"Hourly",33,50,"Internal","02",1,"NURSE PRACTITIONER(DEPT HEALTH","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",33,50,"External","02",1,"NURSE PRACTITIONER(DEPT HEALTH","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",198518,198518,"Internal","M7",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Hourly",10,14,"External","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"Internal","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70000,90000,"Internal","M2",1,"EXECUTIVE AGENCY COUNSEL","CIVILIAN COMPLAINT REVIEW BD"
"Annual",70000,90000,"External","M2",1,"EXECUTIVE AGENCY COUNSEL","CIVILIAN COMPLAINT REVIEW BD"
"Annual",78000,90000,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49492,136198,"Internal","M1",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49492,136198,"External","M1",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",39345,50167,"External","01",1,"LABORATORY MICROBIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",39345,50167,"Internal","01",1,"LABORATORY MICROBIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63519,169427,"Internal","M3",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",59536,75568,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",68238,125000,"Internal","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",68238,125000,"External","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",45174,62370,"Internal","01",1,"COMPUTER PROGRAMMER ANALYST","DEPT OF INFO TECH & TELECOMM"
"Annual",59536,75568,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",90000,140000,"Internal","M3",1,"ADMINISTRATIVE PUBLIC HEALTH N","ADMIN FOR CHILDREN'S SVCS"
"Annual",90000,140000,"External","M3",1,"ADMINISTRATIVE PUBLIC HEALTH N","ADMIN FOR CHILDREN'S SVCS"
"Annual",32086,51981,"Internal","03",1,"CLERICAL ASSOCIATE","LAW DEPARTMENT"
"Annual",34698,44914,"Internal","01",1,"SUPERVISOR (EXTERMINATORS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34698,44914,"External","01",1,"SUPERVISOR (EXTERMINATORS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36577,58403,"Internal","00",4,"INVESTIGATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57244,135000,"Internal","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPARTMENT OF TRANSPORTATION"
"Annual",57244,135000,"External","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPARTMENT OF TRANSPORTATION"
"Annual",33799,56249,"External","00",1,"COMMUNITY ASSOCIATE","ADMIN FOR CHILDREN'S SVCS"
"Annual",33799,56249,"Internal","00",1,"COMMUNITY ASSOCIATE","ADMIN FOR CHILDREN'S SVCS"
"Annual",66575,83555,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",66575,83555,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,142430,"External","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",51757,142430,"Internal","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",64626,94409,"External","03",1,"CITY PLANNER","NYC HOUSING AUTHORITY"
"Annual",64626,94409,"Internal","03",1,"CITY PLANNER","NYC HOUSING AUTHORITY"
"Annual",33799,56249,"Internal","00",1,"COMMUNITY ASSOCIATE","DEPT OF INFO TECH & TELECOMM"
"Annual",51757,70000,"Internal","M1",1,"HEALTH SERVICES MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,70000,"External","M1",1,"HEALTH SERVICES MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,65000,"External","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",33,38,"Internal","02",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",198518,198518,"External","M7",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",67527,98853,"External","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",67527,98853,"Internal","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",78044,78044,"External","00",6,"FAMILY PUB HEALTH NURSE (HMH)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",78044,78044,"Internal","00",6,"FAMILY PUB HEALTH NURSE (HMH)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,65000,"Internal","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63519,169427,"External","M3",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",55615,84904,"External","01",1,"AGENCY ATTORNEY","TAXI & LIMOUSINE COMMISSION"
"Annual",55615,84904,"Internal","01",1,"AGENCY ATTORNEY","TAXI & LIMOUSINE COMMISSION"
"Hourly",32,37,"External","01",5,"PUBLIC HEALTH NURSE (SCHOOL HE","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",32,37,"Internal","01",5,"PUBLIC HEALTH NURSE (SCHOOL HE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",71360,184130,"External","M4",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF SANITATION"
"Annual",36577,58403,"Internal","00",6,"INVESTIGATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36577,58403,"External","00",6,"INVESTIGATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63519,169427,"Internal","M3",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",63519,169427,"External","M3",1,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",71360,184130,"Internal","M4",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF SANITATION"
"Annual",32086,51981,"Internal","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32086,51981,"External","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65822,80000,"Internal","00",1,"ASSOCIATE HOUSING DEVELOPMENT","HOUSING PRESERVATION & DVLPMNT"
"Annual",52670,67459,"Internal","02",1,"STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",65822,80000,"External","00",1,"ASSOCIATE HOUSING DEVELOPMENT","HOUSING PRESERVATION & DVLPMNT"
"Annual",87203,100284,"Internal","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF FINANCE"
"Annual",87203,100284,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF FINANCE"
"Annual",50328,75516,"External","00",1,"ESTIMATOR (GENERAL CONSTRUCTIO","DEPARTMENT OF TRANSPORTATION"
"Annual",50328,75516,"Internal","00",1,"ESTIMATOR (GENERAL CONSTRUCTIO","DEPARTMENT OF TRANSPORTATION"
"Annual",56937,83000,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",56937,83000,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",60740,119000,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",35960,60993,"Internal","01",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",35960,60993,"External","01",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",30002,43759,"External","00",10,"EXTERMINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",30002,43759,"Internal","00",10,"EXTERMINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41452,52821,"Internal","02",1,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47803,71403,"External","02",2,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",52670,67459,"External","02",1,"STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",47036,54091,"Internal","00",7,"MARINE OILER(FERRY OPERATIONS)","DEPARTMENT OF TRANSPORTATION"
"Annual",46782,68003,"External","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57244,120000,"External","M2",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Annual",57244,120000,"Internal","M2",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Hourly",66,71,"External","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",66,71,"Internal","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47036,54091,"External","00",7,"MARINE OILER(FERRY OPERATIONS)","DEPARTMENT OF TRANSPORTATION"
"Annual",59536,88649,"External","00",2,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",37302,57043,"Internal","01",2,"INVESTIGATOR (EMPLOYEE DISCIPL","HOUSING PRESERVATION & DVLPMNT"
"Annual",59536,88649,"Internal","00",2,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",45037,64034,"Internal","00",3,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45037,64034,"External","00",3,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",90000,105000,"External","M2",1,"ADMINISTRATIVE PROJECT MANAGER","NYC HOUSING AUTHORITY"
"Annual",90000,105000,"Internal","M2",1,"ADMINISTRATIVE PROJECT MANAGER","NYC HOUSING AUTHORITY"
"Annual",33799,56249,"Internal","00",1,"COMMUNITY ASSOCIATE","DEPT OF INFO TECH & TELECOMM"
"Annual",59536,88649,"External","00",2,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",59536,88649,"Internal","00",2,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",47707,67358,"Internal","00",1,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36614,62099,"Internal","01",1,"CONTRACT SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36614,62099,"External","01",1,"CONTRACT SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"External","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47707,67358,"External","00",1,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47803,71403,"Internal","02",2,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45333,54898,"External","00",4,"CIVIL ENGINEERING INTERN","DEPARTMENT OF TRANSPORTATION"
"Hourly",10,14,"Internal","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",125000,135000,"External","M4",1,"DEPUTY EXECUTIVE DIRECTOR (CIV","CIVILIAN COMPLAINT REVIEW BD"
"Annual",125000,135000,"Internal","M4",1,"DEPUTY EXECUTIVE DIRECTOR (CIV","CIVILIAN COMPLAINT REVIEW BD"
"Annual",45333,54898,"Internal","00",4,"CIVIL ENGINEERING INTERN","DEPARTMENT OF TRANSPORTATION"
"Annual",33799,56249,"External","00",1,"COMMUNITY ASSOCIATE","DEPT OF INFO TECH & TELECOMM"
"Annual",59536,88649,"External","00",1,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",59536,88649,"Internal","00",1,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",81290,114954,"Internal","03",1,"CERTIFIED IT ADMINISTRATOR LAN","DEPARTMENT OF TRANSPORTATION"
"Annual",81290,114954,"External","03",1,"CERTIFIED IT ADMINISTRATOR LAN","DEPARTMENT OF TRANSPORTATION"
"Annual",81290,105464,"Internal","03",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF TRANSPORTATION"
"Annual",81290,105464,"External","03",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF TRANSPORTATION"
"Annual",71030,98681,"Internal","02",1,"ELECTRICAL ENGINEER","NYC HOUSING AUTHORITY"
"Annual",71030,98681,"External","02",1,"ELECTRICAL ENGINEER","NYC HOUSING AUTHORITY"
"Annual",58584,80444,"External","01",11,"CONSULTANT (EARLY CHILDHOOD ED","ADMIN FOR CHILDREN'S SVCS"
"Annual",58584,80444,"Internal","01",11,"CONSULTANT (EARLY CHILDHOOD ED","ADMIN FOR CHILDREN'S SVCS"
"Annual",59743,86523,"Internal","01",1,"MECHANICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",59743,86523,"External","01",1,"MECHANICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",35284,55390,"External","04",3,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",72260,83099,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF FINANCE"
"Annual",35284,55390,"Internal","04",3,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,80000,"Internal","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPT OF ENVIRONMENT PROTECTION"
"Annual",51757,80000,"External","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPT OF ENVIRONMENT PROTECTION"
"Annual",66575,83555,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",66575,83555,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53373,72000,"Internal","00",1,"ADM MANAGER-NON-MGRL FRM M1/M2","DEPT OF INFO TECH & TELECOMM"
"Annual",51757,95000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,95000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",72260,83099,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF FINANCE"
"Annual",44281,60000,"External","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44281,60000,"Internal","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45333,54898,"Internal","00",3,"CIVIL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",51757,142430,"Internal","M1",1,"DIRECTOR OF FIELD OPERATIONS (","ADMIN FOR CHILDREN'S SVCS"
"Annual",51757,142430,"External","M1",1,"DIRECTOR OF FIELD OPERATIONS (","ADMIN FOR CHILDREN'S SVCS"
"Annual",29437,29437,"External","01",1,"LABORATORY HELPER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",29437,29437,"Internal","01",1,"LABORATORY HELPER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",66575,83555,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",45333,54898,"External","00",3,"CIVIL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",40194,46223,"External","01",10,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",40194,46223,"Internal","01",10,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",66575,83555,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",60000,68000,"External","01",1,"CITY RESEARCH SCIENTIST","HOUSING PRESERVATION & DVLPMNT"
"Annual",60000,68000,"Internal","01",1,"CITY RESEARCH SCIENTIST","HOUSING PRESERVATION & DVLPMNT"
"Hourly",66,71,"Internal","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",66,71,"External","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",87203,120754,"Internal","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF TRANSPORTATION"
"Annual",87203,120754,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF TRANSPORTATION"
"Annual",58584,76924,"Internal","00",1,"SUPERVISOR II SOCIAL WORK","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58584,76924,"External","00",1,"SUPERVISOR II SOCIAL WORK","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",43118,49586,"Internal","01",4,"ASSOCIATE CALL CENTER REPRESEN","DEPT OF INFO TECH & TELECOMM"
"Hourly",33,38,"External","02",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"Internal","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32888,53281,"External","03",2,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63573,92441,"Internal","03",3,"SUPERVISOR OF MECHANICAL INSTA","NYC HOUSING AUTHORITY"
"Annual",32888,53281,"Internal","03",2,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"External","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"Internal","02",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",30817,39064,"External","01",5,"AIR POLLUTION INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",30817,39064,"Internal","01",5,"AIR POLLUTION INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",47265,61528,"External","01",5,"PUBLIC HEALTH EDUCATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47265,61528,"Internal","01",5,"PUBLIC HEALTH EDUCATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,85000,"External","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",83133,107826,"External","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,85000,"Internal","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",30002,43759,"External","00",3,"EXTERMINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",30002,43759,"Internal","00",3,"EXTERMINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",83133,107826,"Internal","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",24,37,"Internal","01",3,"CONTRACT REVIEWER (OFFICE OF L","DEPARTMENT OF BUSINESS SERV."
"Hourly",24,37,"External","01",3,"CONTRACT REVIEWER (OFFICE OF L","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",28675,37201,"External","00",2,"COMMUNITY ASSISTANT","ADMIN FOR CHILDREN'S SVCS"
"Annual",28675,37201,"Internal","00",2,"COMMUNITY ASSISTANT","ADMIN FOR CHILDREN'S SVCS"
"Annual",53130,82577,"External","01",2,"ASSOCIATE PUBLIC HEALTH SANITA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",61237,88686,"Internal","02",17,"CONSTRUCTION PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",61237,88686,"External","02",17,"CONSTRUCTION PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48895,75900,"Internal","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",48895,75900,"External","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",53130,82577,"Internal","01",2,"ASSOCIATE PUBLIC HEALTH SANITA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",71030,98681,"External","02",1,"CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",71030,98681,"Internal","02",1,"CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",28965,43152,"Internal","02",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",28965,43152,"External","02",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75000,"External","00",2,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75000,"Internal","00",2,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63573,92441,"External","03",3,"SUPERVISOR OF MECHANICAL INSTA","NYC HOUSING AUTHORITY"
"Annual",58584,67372,"External","00",9,"CONSULTANT (PUBLIC HEALTH-SOCI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58584,67372,"Internal","00",9,"CONSULTANT (PUBLIC HEALTH-SOCI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32086,51981,"Internal","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32086,51981,"External","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"External","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",56937,88649,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","ADMIN FOR CHILDREN'S SVCS"
"Annual",48535,132061,"External","00",1,"ADMIN ARCHITECT (NON MGRL) M-1","DEPARTMENT OF SANITATION"
"Annual",56937,88649,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","ADMIN FOR CHILDREN'S SVCS"
"Annual",57244,152969,"Internal","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",57244,152969,"External","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",69252,69252,"Internal","00",8,"STAFF NURSE","ADMIN FOR CHILDREN'S SVCS"
"Annual",69252,69252,"External","00",8,"STAFF NURSE","ADMIN FOR CHILDREN'S SVCS"
"Annual",35960,60993,"Internal","01",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",35960,60993,"External","01",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,142430,"Internal","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",56937,88649,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF DESIGN & CONSTRUCTION"
"Annual",56937,88649,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPT OF DESIGN & CONSTRUCTION"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51757,142430,"External","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,23,"External","01",1,"CLERICAL ASSOCIATE","DEPT OF ENVIRONMENT PROTECTION"
"Hourly",14,23,"Internal","01",1,"CLERICAL ASSOCIATE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",83133,106809,"External","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"Internal","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"External","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",32,37,"External","01",75,"PUBLIC HEALTH NURSE (SCHOOL HE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",83133,106809,"Internal","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65822,96470,"External","02",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",36399,45139,"Internal","02",2,"SUPERVISOR (EXTERMINATORS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36399,45139,"External","02",2,"SUPERVISOR (EXTERMINATORS)","DEPT OF HEALTH/MENTAL HYGIENE"
